Data_vygruzki,kadastr,object_type,build_year,name,wall_material,Etazh_raspolozheniya__dlya_pomescheniya__MM_,God_vvoda,Kod_podgruppy__iz_perechnya_,KN_roditelskogo_obyekta__dlya_pomescheniy_,Etazhnost__dlya_zdaniya__roditelya_,Naznachenie,Kod_NP__iz_perechnya_,Kod_rascheta_vida_ispolzovaniya__iz_perechnya_,address,permitted_use,Kategoriya,Vid_kharakteristiki,deal_type,KN_ZU__v_granitsakh_kotorogo_raspolozhen_OKS,Nalichie_OKS_v_granitsakh_ZU,Data_vydachi__dokumenta_osnovaniya,Data_registratsii_prava,price_per_sqm,Vid_zaregistrirovannogo_prava__Kod_,Kolichestvo_obyektov_nedvizhimosti,KS_s_perechnya,Dolya_CHislitel,Dolya_Znamenatel,sravnenie,Razmer_priobretaemoy_doli_ili_razmery_priobretaemykh_doley,ploshad_zu_v_sostave,area,price_total,Маркер_Выброса,object_type_code,wall_material_code
2026-01-04,89:11:030101:5522,Здание,2023.0,,Иное,,,303.0,,1,Гараж,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, проезд Волонтеров, стр 7, гараж №11, Гаражный кооператив ""Вымпел""",,,Площадь,Купля-продажа,,,2026-03-03,2026-03-13,20833.333333333332,001001000000,1,,,,,,,24.0,500000.0,,2.0,0.0
2026-01-04,89:11:030204:1409,Здание,2021.0,Гараж №54,Железобетонные,,,303.0,,1,Гараж,,,"Ямало-Ненецкий автономный округ, городской округ город Новый Уренгой, город Новый Уренгой, Восточная промзона, ПГЭК ""Сокол"", гараж 54",,,Площадь,Купля-продажа,,,2026-03-11,2026-03-13,10480.349344978167,001001000000,1,,,,,,,22.9,240000.0,,2.0,0.0
2026-01-04,89:08:070101:5665,Здание,2015.0,Жилой дом,Деревянные,,,202.0,,2,жилое,,,"Ямало-Ненецкий автономный округ, городской округ город Салехард, территория Дачное некоммерческое товарищество Север, улица Ягельная, дом 34",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-16,52009.456264775414,001001000000,1,,,,,,,84.6,4400000.0,,2.0,0.0
2026-01-04,89:10:010108:454,Здание,2018.0,Пристрой к торговому павильону,Железобетонные,,,405.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Полярная, строен 16 б",,,Площадь,Купля-продажа,,,2026-02-26,2026-03-16,178970.91722595078,001001000000,1,,,,,,,402.3,72000000.0,,2.0,0.0
2026-01-04,89:05:020130:2293,Здание,2024.0,Индивидуальный жилой дом,Из мелких бетонных блоков,,,202.0,,2,Жилой дом,,,"Ямало-Ненецкий автономный округ, м.о Пуровский район, г Тарко-Сале, тер средних дач, д 18",,,Площадь,Купля-продажа,,,2026-03-10,2026-03-16,59900.16638935108,001002000000,1,,,,,,,120.2,7200000.0,,2.0,0.0
2026-01-04,89:11:030301:3993,Здание,2017.0,Дом,Деревянные,,,202.0,,2,жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ДНТ ""Дружба"", участок №67",,,Площадь,Купля-продажа,,,2026-03-12,2026-03-16,45988.934993084375,001001000000,1,,,,,,,144.6,6650000.0,,2.0,0.0
2026-01-04,89:06:030402:877,Здание,2023.0,Технологическая установка №2: Аппарат воздушного охлаждения масла,Металлические,,,1030.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,15.5,16760280.0,Выброс,2.0,0.0
2026-01-04,89:06:030402:878,Здание,2023.0,Технологическая установка №2: Агрегатный блок подготовки топливного газа,Иное,,,701.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,10.1,84522278.0,Выброс,2.0,0.0
2026-01-04,89:06:030402:837,Здание,2015.0,Котельная,Иное,,,710.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,216700.98765432098,001001000000,1,,,,,,,40.5,8776390.0,,2.0,0.0
2026-01-04,89:06:030402:842,Здание,2015.0,Блок переключения,Иное,,,1039.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,17.1,19341755.0,Выброс,2.0,0.0
2026-01-04,89:12:000000:8936,Здание,2000.0,,Железобетонные,,,303.0,,1,Гараж,,,"Ямало-Ненецкий автономный округ, городской округ город Ноябрьск, город Ноябрьск, территория ГПК Тепловик, дом 7, гараж 470",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-17,47348.48484848485,001001000000,1,,,,,,,52.8,2500000.0,,2.0,0.0
2026-01-04,89:11:020205:1704,Здание,2012.0,Гараж,Железобетонные,,,303.0,,1,Гараж,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, п. Заозерный, ул Строителей, ПГК ""Заозёрный"", гараж № 132",,,Площадь,Купля-продажа,,,2026-03-15,2026-03-17,32573.289902280132,001001000000,1,,,,,,,30.7,1000000.0,,2.0,0.0
2026-01-04,89:06:030402:880,Здание,2023.0,Технологическая установка №1: Блок компрессора топливного газа,Иное,,,701.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,54.1,78657035.31,Выброс,2.0,0.0
2026-01-04,89:06:030402:851,Здание,2023.0,Технологическая установка №1: Аппарат воздушного охлаждения масла,Металлические,,,1030.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, м.о. Тазовский район, тер Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,15.5,15597237.29,Выброс,2.0,0.0
2026-01-04,89:06:030402:848,Здание,2015.0,Газорегуляторный пункт блочный,Иное,,,714.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,29.9,52213518.39,Выброс,2.0,0.0
2026-01-04,89:06:030402:835,Здание,2015.0,Склад масел,Металлические,,,723.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,144.6,112755413.94,Выброс,2.0,0.0
2026-01-04,89:06:030402:836,Здание,2023.0,Склад теплый,Иное,,,723.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, м.о. Тазовский район, тер Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,140.6,107114900.26,Выброс,2.0,0.0
2026-01-04,89:06:030402:867,Здание,2023.0,Служебно-эксплуатационный блок,Иное,,,704.0,,2,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,198431.9788415605,001001000000,1,,,,,,,502.4,99692226.17,,2.0,0.0
2026-01-04,89:06:030402:856,Здание,2023.0,КТП,Иное,,,706.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,78.3,50360740.33,Выброс,2.0,0.0
2026-01-04,89:06:030402:876,Здание,2023.0,Блок-бокс хранения пожарного инвентаря,Иное,,,1039.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,18.0,6961514.32,Выброс,2.0,0.0
2026-01-04,89:06:030402:839,Здание,2015.0,Станция насосная противопожарного водоснабжения,Иное,,,715.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, территория Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-17,221864.84829911124,001001000000,1,,,,,,,51.0,15207139.94,Выброс,2.0,0.0
2026-01-04,89:09:010110:403,Здание,2015.0,индивидуальный гараж,Кирпичные,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Автострадная, гаражная площадка №1, блок А, бокс №13",,,Площадь,Купля-продажа,,,2026-03-14,2026-03-18,32520.325203252032,001001000000,1,,,,,,,24.6,800000.0,,2.0,0.0
2026-01-04,89:06:030402:879,Здание,2023.0,Технологическая установка №1: Агрегатный блок подготовки топливного газа,Иное,,,701.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-18,221864.84829911124,001001000000,1,,,,,,,10.1,78657034.0,Выброс,2.0,0.0
2026-01-04,89:04:020101:1799,Здание,2001.0,"Торговый павильон ""Босфор""",Из прочих материалов,,,405.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, ул Ленина, строение 46а",,,Площадь,Купля-продажа,,,2026-03-17,2026-03-19,32128.5140562249,001001000000,1,,,,,,,124.5,4000000.0,,2.0,0.0
2026-01-04,89:11:030301:4313,Здание,2019.0,Здание для межсменного отдыха персонала,Из прочих материалов,,,507.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Южный",,,Площадь,Купля-продажа,,,2026-02-16,2026-03-19,2828.8822947576655,001001000000,1,,,,,,,303.3,858000.0,,2.0,0.0
2026-01-04,89:14:010129:1969,Здание,2025.0,Блок 3,Иное,,,201.0,,2,Жилой дом,,,"Ямало-Ненецкий автономный округ, город Губкинский г.о, г Губкинский, мкр № 13, д 15Б",,,Площадь,Купля-продажа,,,2026-03-17,2026-03-19,111111.11111111111,001001000000,1,,,,,,,108.9,12100000.0,,2.0,0.0
2026-01-04,89:05:030301:4599,Здание,2015.0,Жилой дом,Из прочих материалов,,,202.0,,1,Жилой дом,,,"Ямало-Ненецкий автономный округ, городской округ город Губкинский, город Губкинский, переулок Тихий, дом 3",,,Площадь,Купля-продажа,,,2026-03-14,2026-03-20,63788.027477919524,001001000000,1,,,,,,,101.9,6500000.0,,2.0,0.0
2026-01-04,89:10:010308:343,Здание,2023.0,Гараж,Железобетонные,,,303.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, Надымский район муниципальный округ, город Надым, р-н ВОС, ГСК Маховик, гараж №28",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-20,10457.51633986928,001001000000,1,,,,,,,76.5,800000.0,,2.0,0.0
2026-01-04,89:03:040101:369,Здание,2007.0,Гараж,Кирпичные,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, р-н Ямальский, с Яр-Сале, Промзона Южная 6/4",,,Площадь,Купля-продажа,,,2026-03-13,2026-03-20,5535.055350553505,001001000000,1,,,,,,,27.1,150000.0,,2.0,0.0
2026-01-04,89:05:020125:952,Здание,2014.0,Здание: жилой дом,Из мелких бетонных блоков,,,202.0,,2,жилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, ул Кедровая, д 21",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,83399.52343129467,001001000000,1,,,,,,,251.8,21000000.0,,2.0,0.0
2026-01-04,89:08:030201:937,Здание,2014.0,Гараж,Сборно-щитовые,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Салехард, ул Восход, площадка 5, строение 1, бокс 8",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-23,56081.08108108108,001001000000,1,,,,,,,37.0,2075000.0,,2.0,0.0
2026-01-04,89:12:110405:272,Здание,1984.0,"Спортивное сооружение ""Центр бильярдного спорта ""Маяк""",Кирпичные; Из прочих материалов,,,806.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Интернационалистов",,,Площадь,Купля-продажа,,,2020-02-29,2026-03-23,3444.3168771526985,001001000000,1,,,,,,,348.4,1200000.0,,2.0,0.0
2026-01-04,89:04:010701:342,Здание,1990.0,"Магазин ""Смешанные товары"" №20",Рубленые,,,402.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, Надымский р-н, пгт Заполярный",,,Площадь,Купля-продажа,,,2026-03-19,2026-03-23,7341.772151898735,001001000000,1,,,,,,,395.0,2900000.0,,2.0,0.0
2026-01-04,89:06:030402:849,Здание,2022.0,Общежитие на 100 человек с медпунктом,Иное,,,518.0,,2,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Тазовский район, Северо-Соленинское ГКМ",,,Площадь,Купля-продажа,,,2026-03-05,2026-03-24,148583.30205864387,001001000000,1,,,,,,,1637.0,243230865.47,,2.0,0.0
2026-01-04,89:04:020301:3673,Здание,2025.0,Гараж,Бетонные,,,303.0,,1,Гараж,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, поселок Приозерный, улица ФК-2, гараж 25л",,,Площадь,Купля-продажа,,,2026-03-20,2026-03-24,4424.778761061946,001001000000,1,,,,,,,45.2,200000.0,,2.0,0.0
2026-01-04,89:04:020301:1990,Здание,2017.0,гараж,Смешанные,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, р-н Надымский, п Приозерный, ул ФК-2, гараж 44",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-25,5847.953216374269,001001000000,1,,,,,,,34.2,200000.0,,2.0,0.0
2026-01-04,89:11:030301:1974,Здание,1995.0,гараж,Из прочих материалов,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, Восточная промзона, гараж №194",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-26,41884.8167539267,001001000000,1,,,,,,,19.1,800000.0,,2.0,0.0
2026-01-04,89:05:020301:5506,Здание,2006.0,Индивидуальный гараж,Из прочих материалов,,,302.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, пгт Уренгой, мкр-н Геолог, район жилого дома 32, Бокс 6",,,Площадь,Купля-продажа,,,2026-03-21,2026-03-26,16666.666666666668,001001000000,1,,,,,,,36.0,600000.0,,2.0,0.0
2026-01-04,89:10:000000:1359,Здание,2013.0,Центр мелкооптовой и розничной торговли,Каменные,,,403.0,,2,нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный район Надымский, город Надым, проезд 13-й, строение 12",,,Площадь,Купля-продажа,,,2026-03-16,2026-03-27,18209.167920196345,001001000000,1,,,,,,,1263.1,23000000.0,,2.0,0.0
2026-01-04,89:10:010306:4212,Здание,2015.0,Пристрой 2,Бетонные,,,403.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, промзона",,,Площадь,Купля-продажа,,,2026-03-16,2026-03-27,40983.60655737705,001001000000,1,,,,,,,73.2,3000000.0,,2.0,0.0
2026-01-04,89:05:030201:1051,Здание,1992.0,индивидуальный жилой дом,Смешанные,,,202.0,,2,жилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, п Ханымей, ул Восточная, д 14",,,Площадь,Купля-продажа,,,2026-03-24,2026-03-29,42328.04232804233,001002000000,1,,,,,,,132.3,5600000.0,,2.0,0.0
2026-01-04,89:12:110908:81,Здание,1999.0,Гараж,Кирпичные,,,303.0,,1,нежилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Магистральная, блок 61, район микрорайона 8, ГК Пелей-8",,,Площадь,Купля-продажа,,,2026-03-25,2026-03-30,29661.01694915254,001001000000,1,,,,,,,23.6,700000.0,,2.0,0.0
2026-01-04,89:10:010307:753,Здание,2016.0,,Смешанные,,,704.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Заводская, промбаза СУ-1, ОАО ""Надымдорстрой""",,,Площадь,Купля-продажа,,,2026-03-28,2026-03-30,34427.5420336269,001001000000,1,,,,,,,124.9,4300000.0,,2.0,0.0
2026-01-04,89:12:120102:829,Здание,2018.0,дачный жилой дом,Смешанные,,,202.0,,2,жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, 29-й км окружной автомобильной дороги ""Подъезд к г. Ноябрьску"", проезд 11, участок 32",,,Площадь,Купля-продажа,,,2026-03-27,2026-03-30,5861.513687600644,001001000000,1,,,,,,,62.1,364000.0,,2.0,0.0
2026-01-04,89:09:000000:3568,Здание,1979.0,Здание,Из прочих материалов,,,202.0,,1,жилое,,,"Ямало-Ненецкий автономный округ, г Лабытнанги, ул Почтовая, д 3а",,,Площадь,Купля-продажа,,,2026-03-27,2026-03-30,17605.6338028169,001001000000,1,,,,,,,56.8,1000000.0,,2.0,0.0
2026-01-04,89:10:000000:3689,Здание,2015.0,Гараж №120,Железобетонные,,,303.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, город Надым, улица Ямальская, строение 24/3, помещение 120",,,Площадь,Купля-продажа,,,2026-03-26,2026-03-31,11835.205992509364,001001000000,1,,,,,,,26.7,316000.0,,2.0,0.0
2026-01-04,89:04:020401:1173,Здание,2015.0,Индивидуальный гараж,Из прочих материалов,,,303.0,,1,Нежилое,,,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, поселок Ягельный, строение 144",,,Площадь,Купля-продажа,,,2026-03-26,2026-03-31,8974.358974358975,001001000000,1,,,,,,,39.0,350000.0,,2.0,0.0
2025-04-01,89:11:060201:1479,Помещение,2015.0,,,1,,303.0,,,Нежилое,11:0,02:071,"Ямало-Ненецкий автономный округ, г Новый Уренгой, Северная промзона, панель ""А"", ГЭК ""Василек"", гараж №286",,,площадь,Купля-продажа,,,2025-02-14,2025-03-06,34504.06007604563,001001000000,1,,,,,,,26.3,907456.78,,3.0,0.0
2025-04-01,89:12:000000:5533,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,12:0,02:071,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК Ханто-1, ряд 5, гараж 47",,,площадь,Купля-продажа,,,2025-03-27,2025-03-31,8333.333333333334,001001000000,1,,,,,,,24.0,200000.0,,3.0,0.0
2025-11-01,89:11:050103:1051,Помещение,1987.0,однокомнатная квартира,Железобетонные,4,,101.0,89:11:050103:255,9,Жилое,,,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Мирный, д 7, корп 1, кв 153",,,площадь,Купля-продажа,,,2018-05-12,2025-09-16,93243.24324324324,001003000000,1,,,,,,,37.0,3450000.0,,3.0,0.0
2026-01-01,89:10:010107:494,Помещение,1973.0,Квартира,Из прочих материалов,3,,101.0,89:10:010107:285,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Надым, ул Полярная, д 15, кв 72",,,площадь,Купля-продажа,,,2025-10-13,2025-10-14,35211.2676056338,Собственность,1,,,,,,,28.4,1000000.0,,3.0,0.0
2026-01-01,89:12:110705:957,Помещение,1984.0,двухкомнатная квартира,Крупнопанельные,4,,101.0,89:12:110705:184,5,Жилое,,,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Дзержинского, д 31, кв 25",,,площадь,Купля-продажа,,,2025-11-12,2025-11-14,149510.76320939334,Общая долевая собственность,1,,,,,,,51.1,7640000.0,,3.0,0.0
2026-01-04,89:05:000000:10118,Помещение,2015.0,Гараж №52,,1,,303.0,,,Нежилое,,,"Ямало-Ненецкий автономный округ, р-н Пуровский, г Тарко-Сале, район Промбазы АООТ НК""Таркосаленефтегаз"", гараж №52",,,Площадь,Купля-продажа,,,2026-03-26,2026-03-30,4545.454545454545,001001000000,1,,,,,,,22.0,100000.0,,3.0,0.0
2025-04-01,89:11:020203:1909,Помещение,2015.0,Помещение,Из мелких бетонных блоков; Кирпичные,5,2013.0,610.0,89:11:020203:1821,6,Нежилое,11:0,04:010,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Таежная, д 30А, пом 16-20, 25-30 на поэтажном плане",,,площадь,Купля-продажа,,,2024-12-10,2025-01-09,26315.633343221594,001001000000,1,,,,,,,337.1,8871000.0,,3.0,0.0
2025-04-01,89:14:010112:447,Помещение,2009.0,"Жилое помещение расположено в многоквартирном доме, признанное аварийным и подлежащим сносу или реконструкции. Постановление Администрации города Губкинского ""О признании многоквартирного жилого дома № 42 микрорайона 12 города Губкинского аварийным и подлежащим реконструкции"" от 28.06.2024 № 1632",Крупнопанельные; Смешанные,3,2009.0,101.0,89:14:010112:117,6,Жилое,14:0,04:040,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 12-й, д 42, кв 17",,,площадь,Купля-продажа,,,2024-12-23,2025-01-09,171412.37647058823,001001000000,1,,,,,,,42.5,7285026.0,,3.0,0.0
2025-04-01,89:11:050102:8542,Помещение,2005.0,Нежилое помещение,Монолитные; Из прочих материалов,7,2005.0,610.0,89:11:050102:316,9,Нежилое,11:0,03:024,"Ямало-Ненецкий автономный округ, г Новый Уренгой, мкр Восточный, д 2, корп 3, номер помещения на поэтажном плане 36",,,площадь,Купля-продажа,,,2024-12-25,2025-01-10,90800.0,001001000000,1,,,,,,,25.0,2270000.0,,3.0,0.0
2025-04-01,89:11:020306:754,Помещение,1983.0,квартира в многоквартирном доме,Крупнопанельные,2,1983.0,101.0,89:11:020301:179,9,Жилое,11:0,02:061,"Ямало-Ненецкий автономный округ, г Новый Уренгой, ул Геологоразведчиков, д 2б, общ.3, кв 208",,,площадь,Купля-продажа,,,2024-12-28,2025-01-10,64935.06493506493,001001000000,1,,,,,,,30.8,2000000.0,,3.0,0.0
2025-04-01,89:11:030101:1755,Помещение,2013.0,Квартира,Кирпичные,5,,101.0,89:11:030101:1655,10,Жилое,11:0,02:061,"Ямало-Ненецкий автономный округ, г Новый Уренгой, пр-кт Губкина, д 28, кв 201",,,площадь,Купля-продажа,,,2024-12-28,2025-01-10,182634.73053892216,001001000000,1,,,,,,,33.4,6100000.0,,3.0,0.0
2025-04-01,89:12:000000:5001,Помещение,2015.0,Гараж,,1,,303.0,,,Нежилое,12:0,02:071,"Ямало-Ненецкий автономный округ, г Ноябрьск, ГК ""Ханто-1"", ряд 34, гараж 20",,,площадь,Купля-продажа,,,2024-12-28,2025-01-10,25000.0,001001000000,1,,,,,,,24.0,600000.0,,3.0,0.0
2025-04-01,89:12:110616:3317,Помещение,2015.0,гараж,,1,,303.0,,,Нежилое,12:0,02:071,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул.Холмогорская, гараж 35, мкр.""М""",,,площадь,Купля-продажа,,,2024-12-30,2025-01-10,49791.0447761194,001001000000,1,,,,,,,33.5,1668000.0,,3.0,0.0
2025-04-01,89:10:010109:1012,Помещение,2015.0,гараж,,1,,303.0,,,Нежилое,10:0,02:071,"Ямало-Ненецкий автономный округ, г Надым, ул Сенькина, район химчистки, ГСК ""Ямал"", гараж №86",,,площадь,Купля-продажа,,,2024-12-25,2025-01-10,13888.888888888889,001001000000,1,,,,,,,28.8,400000.0,,3.0,0.0
2025-04-01,89:03:010401:1215,Помещение,2015.0,помещение: квартира,Деревянные,3,2015.0,205.0,89:03:010401:1195,3,Жилое,3:1,02:014,"Ямало-Ненецкий автономный округ, р-н Ямальский, с Сеяха, ул Бамовская, д 5, кв 21",,,площадь,Купля-продажа,,,2024-12-20,2025-01-10,137693.69999999998,001001000000,1,,,,,,,58.1,8000003.97,,3.0,0.0
2025-04-01,89:04:020103:369,Помещение,2004.0,Двухкомнатная квартира,Кирпичные,03,2004.0,101.0,89:04:020101:2805,5,Жилое,4:0,02:014,"Ямало-Ненецкий автономный округ, муниципальный округ Надымский район, поселок городского типа Пангоды, улица Ленина, дом 44А, квартира 26",,,площадь,Купля-продажа,,,2024-12-30,2025-01-10,63218.3908045977,001001000000,1,,,,,,,52.2,3300000.0,,3.0,0.0
2025-04-01,89:12:110601:4823,Помещение,2008.0,Квартира в многоквартирном доме,Смешанные,1,,101.0,89:12:110601:4773,11,Жилое,12:0,02:061,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Советская, д 104, кв 55",,,площадь,Купля-продажа,,,2025-01-09,2025-01-10,113815.78947368421,001001000000,1,,,,,,,38.0,4325000.0,,3.0,0.0
2025-04-01,89:05:020301:10023,Помещение,2015.0,,Кирпичные,5,2020.0,101.0,89:05:020301:9948,6,Жилое,5:1,02:051,"Ямало-Ненецкий автономный округ, м.р-н Пуровский , г.п. поселок Уренгой, пгт Уренгой, мкр 1-й, д. 8, кв 32",,,площадь,Купля-продажа,,,2024-12-27,2025-01-13,125631.76895306859,001001000000,1,,,,,,,55.4,6960000.0,,3.0,0.0
2025-04-01,89:10:010306:2031,Помещение,2017.0,гараж №451,Железобетонные,1,2017.0,303.0,89:10:010306:1638,1,Нежилое,10:0,02:071,"Ямало-Ненецкий автономный округ, г Надым, тер. ГСК Пилот, строен 14, гараж №451",,,площадь,Купля-продажа,,,2024-09-30,2025-01-13,11322.463768115942,001001000000,1,,,,,,,110.4,1250000.0,,3.0,0.0
2025-04-01,89:14:010104:160,Помещение,2015.0,"Жилое помещение расположено в многоквартирном доме, признанном аварийным и подлежащим сносу или реконструкции. Постановление №2165 от 19.09.2024г. «Об изъятии для муниципальных нужд городского округа город Губкинский Ямало-Ненецкого автономного округа земельного участка и находящихся на нем объектов недвижимого имущества в связи с признанием многоквартирного дома №10 микрорайона 4 города Губкинского аварийным и подлежащим сносу», выданное Администрацией города Губкинского.",Смешанные,2,,205.0,89:14:010104:96,2,Жилое,14:0,02:014,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 4-й, д 10, кв 5",,,площадь,Купля-продажа,,,2024-12-13,2025-01-13,107644.44444444444,001001000000,1,,,,,,,45.0,4844000.0,,3.0,0.0
2025-04-01,89:04:020103:462,Помещение,2016.0,Помещение,Смешанные,4,2016.0,101.0,89:04:020103:419,5,Жилое,4:0,02:051,"Ямало-Ненецкий автономный округ, р-н Надымский, пгт Пангоды, проезд Газовиков, д 2, кв 41",,,площадь,Купля-продажа,,,2025-01-04,2025-01-13,59952.03836930455,001001000000,1,,,,,,,41.7,2500000.0,,3.0,0.0
2025-04-01,89:14:010104:1006,Помещение,1987.0,«Жилое помещение расположенное в многоквартирном доме признано аварийным и подлежащим сносу или реконструкции» (Постановление Администрации города Губкинского «О признании многоквартирного дома № 15 микрорайона 4 города Губкинского аварийным и подлежащим сносу» №1151 от 08.07.2020 г.),Деревянные,2,,205.0,89:14:010104:1179,2,Жилое,14:0,02:014,"Ямало-Ненецкий автономный округ, г Губкинский, мкр 4-й, д 15, кв 6",,,площадь,Купля-продажа,,,2024-11-14,2025-01-13,107845.84980237154,001001000000,1,,,,,,,75.9,8185500.0,,3.0,0.0
2025-04-01,89:12:110702:2000,Помещение,1997.0,однокомнатная квартира,Железобетонные,5,,101.0,89:12:110702:4312,5,Жилое,12:0,02:061,"Ямало-Ненецкий автономный округ, г Ноябрьск, ул Ленина, д 88а, кв 44",,,площадь,Купля-продажа,,,2025-01-10,2025-01-13,123822.71468144044,001001000000,1,,,,,,,36.1,4470000.0,,3.0,0.0
